34.62365962451697,78.0246928153624,0
34.28951076822607,43.89499752400101,0
35.84740876993872,72.90219802708364,0
60.18259938620976,86.34855209546826,1
79.0327360507101,75.3443764369103,1
45.08327747668339,56.3163717815345,0
61.10666453684766,96.51142588489624,1
75.02474559538889,46.55401354116538,1
76.09878950226257,87.42056971926803,1
84.43281996120035,43.53339331072109,1
95.86155507093572,38.22527805795094,0
75.01365838958247,34.60326323428011,0
82.34705337399482,76.48196334235604,1
69.36458875970939,97.71869196188608,1
39.53833914395223,76.03681085115882,0
53.9710521485623,89.20735013750205,1
69.07014406283425,52.74046973419565,1
95.94685547711617,46.95857410953128,0
70.66150955499435,92.92713789364831,1
76.97878372747498,47.57596364975532,1
95.37202754570876,42.83843832029179,0
89.95957575072079,65.79936592745237,1
50.534788289883,48.85581152764205,0
34.21206097789589,44.20952859866288,0
77.9240914545704,68.9723599933459,1
62.27101395004632,69.95445795447587,1
80.1901807509566,44.82162893218353,1
93.114388797442,38.80095033713209,0
61.83420602312595,50.25610789244621,0
38.78580379959423,64.99568095539578,0
61.379289447425,72.80788731317097,1
85.40451939411645,57.05198397627122,1
52.10797973193984,63.12762376881715,0
52.04540476831827,69.43286012045222,1
40.23689373545111,71.19574802184875,0
54.63510555424817,52.21388588061123,0
33.91550010906887,98.86943574220611,0
64.17698887494485,80.90806058950817,1
74.78925295941542,41.57341522824434,0
34.1836400264419,75.2377203360134,0
83.90239366249155,56.34804621605327,1
51.54772026906181,46.85629026349976,0
94.44339576917852,65.56892160559052,1
82.36875375713919,40.61825515970618,0
51.04775177128865,45.82270145776001,0
62.22295576120188,52.06099194836959,0
77.19343492601364,70.45820000180959,1
97.77159928000232,86.7278223340282,1
62.07346379695647,96.76882412413983,1
91.56497449807442,88.69629254546599,1
79.94481794066932,74.16311935043758,1
99.2725269292572,60.99903499844988,1
90.54951411399852,43.39060180650027,1
34.52451385320009,60.39634245837173,0
50.2864961189907,49.80453881323459,0
49.58695721632031,59.80895099453265,0
97.64563396007795,68.86157272420604,1
32.57720016809349,95.59854761387875,0
74.24869139521598,69.82457122657193,1
71.79646205863379,78.45356224515052,1
75.3956114656803,85.75993695331619,1
35.28611281526193,47.02051394723416,0
56.25381749711624,39.26147251058019,0
34.05882244669796,49.59297389523685,0
44.66826172480893,66.45008614558913,0
66.56089447242954,41.09209807936973,0
40.45755098375164,97.53518548909936,1
49.07256321908844,51.88321182073966,0
80.27957401466998,92.11606081344084,1
66.74951856944039,60.99139402740988,1
32.72283344060323,43.34717346434063,0
64.0393204150601,78.03168802018232,1
72.34649422579923,96.22759299561404,1
60.45788573918959,73.09499809758037,1
58.84095621726802,75.85844831279042,1
99.82785779692128,72.36925193383885,1
47.26426910848174,88.47586499559782,1
50.45815980285988,75.80985952982456,1
60.45555629271532,42.50840943572217,0
82.22666157785568,42.71987853716458,0
88.9138964166533,69.80378889835472,1
94.83450952434196,45.69434680250754,1
95.31925746917527,66.58935317747915,1
57.23870631569862,59.51428198012956,1
80.36955600171273,90.96014789746954,1
68.46852178591112,85.59434710452014,1
42.0754545384731,78.84478600148043,0
75.47770200533905,90.42453899753964,1
78.63542434898018,96.64742716885644,1
52.34800398794107,60.76950525602592,0
94.09433112519593,77.15910509073893,1
90.44855097096364,87.50879176484702,1
55.48216114069585,35.57070347228866,0
74.49269241843441,84.84513684934135,1
89.84580950720979,45.35828361091658,1
83.48916274498238,48.38028579728175,1
42.2617008099817,87.10385094025457,1
99.31500880510394,68.77540947206617,1
55.34001756003703,64.9319380069486,1
74.77589340092795,89.52981289513276,1

